u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,Inverse SP,Cost of return,Edge Betweenness,access,ref,tunnel,bridge,width,junction,Groups
42424789,42444991,0,"[847002232, 273895450]",residential,3,,West 40th Street,True,False,118.42881789428534,"LINESTRING (-73.9948115 40.7576654, -73.9946856 40.7576131, -73.9945564 40.7575594, -73.9944989 40.7575348, -73.9944739 40.7575241, -73.9944508 40.7575146, -73.9937024 40.7572079, -73.9935785 40.7571536)",582.7066858753005,7.37352424823755,0.0321106938050238,,,,,,,C
42424864,42423456,0,46139033,primary,2,25 mph,Varick Street,True,False,71.61612054534697,"LINESTRING (-74.005932 40.7244039, -74.0059492 40.7243136, -74.0060363 40.7238556, -74.0060397 40.7238386, -74.006113 40.7237914)",427.7921341482747,11.78942540660178,0.0011604662432872,,,,,,,B
42425100,42429819,0,194923761,residential,,25 mph,Delancey Street,True,False,14.53212383555031,"LINESTRING (-73.977917 40.715649, -73.9780221 40.7156811, -73.9780769 40.7156979)",277.9007950242976,5.84512477310879,0.002150648593212,,,,,,,C
42425955,7132405537,0,"[5672410, 5671543]",residential,1,20 mph,"['Hogan Place', 'Baxter Street']",True,False,112.5598451476625,"LINESTRING (-74.0005026 40.7143955, -74.0004911 40.7144108, -74.0004805 40.7144288, -74.0004735 40.7144474, -74.0004706 40.7144611, -74.0004661 40.7144828, -74.0004658 40.7145043, -74.0005231 40.715148, -74.000526 40.7151572, -74.0005314 40.7151664, -74.0005412 40.715173, -74.0005516 40.7151795, -74.0005755 40.7151912, -74.0007903 40.7152927)",509.27466509505314,8.480797430652535,0.0007603783366486,,,,,,,C
42425955,42427300,0,414751576,residential,2,20 mph,Worth Street,False,False,159.26780575644514,"LINESTRING (-74.0005026 40.7143955, -74.0005958 40.714442, -74.0011476 40.7147059, -74.0019583 40.7150873, -74.0019865 40.7151004, -74.0020108 40.7151118, -74.0021038 40.7151561)",159.26780575644514,1.655760998028518,0.0009738642105401,,,,,,,C
42425955,7132405548,0,1135342275,residential,4,20 mph,Worth Street,False,True,93.48214449431428,"LINESTRING (-74.0005026 40.7143955, -74.0004221 40.7143542, -74.0002099 40.7142447, -73.9998632 40.7140773, -73.9996559 40.7139788, -73.9995713 40.7139391)",93.48214449431428,1.610366319323281,0.0048264712622303,,,,,,,C
42426060,4602414021,0,46116390,residential,,25 mph,Watts Street,True,False,119.49578568429146,"LINESTRING (-74.0075216 40.7239092, -74.0074418 40.7239008, -74.0072823 40.7238842, -74.0068328 40.7238371, -74.0065257 40.7238049, -74.0062282 40.7237717, -74.0061172 40.7237608)",332.5844733749546,7.800228224565247,0.00038482633743,,,,,,,C
42426418,3785702998,0,5669509,tertiary,2,15 mph,Main Street,False,False,23.988037323066145,"LINESTRING (-73.9515065 40.7602431, -73.9514988 40.7603003, -73.951488 40.7603511, -73.9514807 40.7603861, -73.95146 40.7604557)",23.988037323066145,1.2137616599006156,0.0009675834878273,,,,,,,B
42426418,1241820956,0,"[1069953226, 681044203, 681044204, 681044202, 1360612781, 682832895, 108202943]",tertiary,2,15 mph,Main Street,False,False,357.3118895482432,"LINESTRING (-73.9515065 40.7602431, -73.9515043 40.7601993, -73.9514984 40.760159, -73.9514858 40.7601138, -73.951473 40.7600748, -73.9514277 40.759971, -73.9514133 40.7599364, -73.9514046 40.7599046, -73.9514006 40.7598748, -73.9513999 40.7598398, -73.9514042 40.7598089, -73.9514083 40.7597867, -73.9514111 40.7597729, -73.9514228 40.7597477, -73.9514374 40.759724, -73.9514545 40.7597053, -73.9516374 40.7595186, -73.9518874 40.7592633, -73.9519572 40.7591917, -73.9521742 40.7589628, -73.9521983 40.7589369, -73.9522263 40.7589081, -73.9525214 40.7585989, -73.9525799 40.7585376, -73.9526019 40.7585156, -73.952763 40.7583466, -73.9528175 40.7582945, -73.9528732 40.7582455, -73.9529246 40.7582036, -73.9530579 40.758106, -73.9534336 40.7578383, -73.9535113 40.7577847, -73.9535426 40.7577618, -73.9535818 40.7577332, -73.9536908 40.7576743)",357.3118895482432,1.6682794563407666,0.0014517274217997,,,,,,,B
42426816,1701844605,0,46469721,secondary,1,25 mph,East 37th Street,True,False,36.25191310050919,"LINESTRING (-73.9758338 40.7472995, -73.9759943 40.7473668, -73.9762306 40.747421)",555.4983867439885,12.297100500646271,0.0005926184720398,,,,,,,B
42426816,42453999,0,936539647,other,3,25 mph,Tunnel Exit Street,True,False,72.29379758119742,"LINESTRING (-73.9758338 40.7472995, -73.9758265 40.7473134, -73.9758167 40.7473275, -73.9758055 40.7473418, -73.975643 40.7475645, -73.9755743 40.7476652, -73.9755241 40.7477417, -73.975485 40.7478004, -73.9754679 40.747827, -73.9754367 40.7478756)",342.43636178938937,6.864839232198183,0.0114268064532488,,,,,,,C
42426851,42450814,0,169383518,primary,2,,FDR Drive,True,False,160.78776731377818,"LINESTRING (-73.9692725 40.74693, -73.9692879 40.7469125, -73.9694257 40.746756, -73.9704329 40.7457826)",721.6070104862749,12.07219633465102,0.0032013489348833,,,,,,,B
42426865,7137281959,0,5669581,motorway_link,1,,,True,False,47.10496307560516,"LINESTRING (-73.974504 40.7374172, -73.9747072 40.7372247, -73.9747561 40.7371612, -73.9747804 40.7371311, -73.9748309 40.7370745)",1222.2964805440404,16.308926418018267,0.0138746447576274,,,,,,,A
42426865,370898427,0,"[587355677, 46201653, 959157334]",motorway,3,40 mph,FDR Drive,True,False,901.9032334265244,"LINESTRING (-73.974504 40.7374172, -73.9746286 40.7372211, -73.9746887 40.7371327, -73.9747536 40.7370268, -73.9747997 40.73695, -73.9748561 40.7368449, -73.9749036 40.7367426, -73.9749449 40.7366414, -73.9749764 40.7365503, -73.9750076 40.7364426, -73.9750314 40.7363306, -73.975048 40.7362261, -73.9750543 40.7361838, -73.97506 40.7360888, -73.9750637 40.7360061, -73.9750599 40.735894, -73.97505 40.7357801, -73.9750358 40.7356684, -73.9750093 40.7355566, -73.9749738 40.7354095, -73.9740511 40.7318028, -73.9740236 40.7317024, -73.9739821 40.7315902, -73.9739341 40.7314855, -73.9738799 40.7313773, -73.9738277 40.7312793, -73.9737607 40.7311762, -73.9736874 40.7310735, -73.9736027 40.7309708, -73.973479 40.7308376, -73.9733507 40.7307203, -73.9732286 40.7306177, -73.9730922 40.7305004, -73.9726311 40.7301298, -73.9725393 40.7300512, -73.9724471 40.7299693, -73.9723599 40.7298812)",4794.494947045115,24.38183766599493,0.0040400308612408,,FDR,,yes,,,A
42426875,589100228,0,46201650,primary,,25 mph,FDR Drive,True,False,121.70771728054024,"LINESTRING (-73.9749044 40.7369776, -73.9749671 40.7368552, -73.9750052 40.7367748, -73.9750452 40.736674, -73.9750802 40.7365716, -73.97511 40.7364712, -73.9751281 40.7363762, -73.9751417 40.736303, -73.975151 40.7362345, -73.9751577 40.7361602, -73.975163 40.7360798, -73.9751658 40.7360264, -73.9751672 40.7359706, -73.975161 40.7359099)",805.5503186048336,9.967148523858285,0.0129154551328648,,,,,,,B
42427030,42428005,0,"[460660844, 1080871809, 5671300, 420627056]",tertiary,"['3', '2']",25 mph,East 71st Street,True,False,203.8063591334903,"LINESTRING (-73.9521462 40.7652696, -73.9524669 40.7654155, -73.9526301 40.7654883, -73.9526844 40.7655126, -73.9527274 40.7655318, -73.9530789 40.7656887, -73.9535379 40.7658836, -73.9541117 40.7661254, -73.9542439 40.7661832)",565.5225260099253,8.009930302318665,0.0001781494713392,,,,,,,B
42427030,42450634,0,"[32972050, 46211823]",motorway_link,1,,,True,False,172.66168993565867,"LINESTRING (-73.9521462 40.7652696, -73.9522157 40.7651997, -73.9522739 40.765137, -73.9530371 40.7642167, -73.953183 40.7639358)",1769.4143539655856,24.479042449104064,0.0011217253368345,,,yes,,,,A
42427036,42427030,0,46211827,tertiary,1,25 mph,FDR Drive,True,False,169.67746297926348,"LINESTRING (-73.9510157 40.7665323, -73.9510969 40.7664402, -73.9511869 40.7663317, -73.9512972 40.7662046, -73.9518513 40.7655813, -73.9519458 40.7654764, -73.9520584 40.7653564, -73.9521462 40.7652696)",599.6514221641521,8.38672379858092,0.0012998748081738,,,,,,,B
42427070,42447412,0,108209246,other,1,15 mph,West Main Street,True,False,160.87522449047677,"LINESTRING (-73.9558339 40.7566077, -73.9557032 40.7567584, -73.955607 40.7568594, -73.9555509 40.7569063, -73.9554917 40.7569532, -73.955445 40.7569972, -73.9554012 40.7570466, -73.955362 40.7570914, -73.9549216 40.7576851, -73.9548979 40.7577173, -73.9548192 40.7578285)",523.3584943230218,6.1372431015886,0.0004844374256878,,,,,,,C
42427278,4561384853,0,40956098,secondary,2,20 mph,Centre Street,True,False,60.27250706988583,"LINESTRING (-74.0035657 40.7135883, -74.0035151 40.7136381, -74.0034742 40.7136758, -74.0034211 40.7137243, -74.0033619 40.7137734, -74.003297 40.7138205, -74.0032414 40.713857, -74.003181 40.7138925, -74.003111 40.7139287, -74.0030498 40.7139579)",617.1068985208092,11.076666662061111,0.0035845904170493,,,,,,,B
42427278,9121386338,0,"[5671314, 986838188]",other,1,20 mph,Reade Street,True,False,11.0900973867043,"LINESTRING (-74.0035657 40.7135883, -74.0035697 40.7136009, -74.0035778 40.7136149, -74.0035891 40.7136264, -74.0036108 40.713643, -74.003649 40.7136604)",144.6082979335564,4.138554444587909,0.0001026634020996,,,,,,,C
42427300,42445466,0,"[1135342276, 194923798]",residential,3,20 mph,Worth Street,False,"[False, True]",92.27453360345284,"LINESTRING (-74.0021038 40.7151561, -74.0022427 40.7152201, -74.0022985 40.7152462, -74.0025779 40.7153816, -74.0028422 40.7155076, -74.0029045 40.7155349, -74.0030354 40.7155918)",92.27453360345284,1.6994376994934834,0.0008817078118572,,,,,,,C
42427300,42425955,0,414751576,residential,2,20 mph,Worth Street,False,True,159.26780575644514,"LINESTRING (-74.0021038 40.7151561, -74.0020108 40.7151118, -74.0019865 40.7151004, -74.0019583 40.7150873, -74.0011476 40.7147059, -74.0005958 40.714442, -74.0005026 40.7143955)",159.26780575644514,1.6557609980285195,0.0048811194196659,,,,,,,C
42427300,42427305,0,"[1271581112, 1238742498]",secondary,"['1', '2']",20 mph,Centre Street,True,False,75.13062670532469,"LINESTRING (-74.0021038 40.7151561, -74.0020653 40.7152195, -74.0020553 40.715236, -74.0018609 40.7155124, -74.0017663 40.7156404, -74.0017328 40.7156817, -74.0016779 40.7157492)",259.5166799964472,5.19589249485285,0.0025095889613304,,,,,,,B
42427305,42445474,0,46332301,residential,1,20 mph,Leonard Street,True,False,90.30457657120748,"LINESTRING (-74.0016779 40.7157492, -74.0017351 40.7157862, -74.0017725 40.7158101, -74.0017932 40.7158233, -74.002397 40.7161219, -74.0024523 40.7161418, -74.0024944 40.7161567, -74.0025774 40.7161862)",244.3427301305644,5.072582825493928,0.0009235010321516,,,,,,,C
42427305,42427307,0,125436141,secondary,1,20 mph,Centre Street,True,False,150.19180359314927,"LINESTRING (-74.0016779 40.7157492, -74.0016358 40.715801, -74.0016238 40.7158157, -74.0012709 40.7162926, -74.0012161 40.7163679, -74.0008887 40.7168168, -74.0008528 40.7168702, -74.0008126 40.7169298)",473.4447475111772,8.592754761260666,0.0027412713215861,,,,,,,B
42427307,42427311,0,125436141,secondary,1,20 mph,Centre Street,True,False,89.75582198075892,"LINESTRING (-74.0008126 40.7169298, -74.0007714 40.7169909, -74.0007581 40.7170106, -74.0003278 40.7175432, -74.0003064 40.7175699, -74.0002647 40.7176217)",570.1765390822239,8.672503781288432,0.0026012757732684,,,,,,,B
42427307,42445481,0,413054857,residential,1,20 mph,White Street,True,False,77.95941833722246,"LINESTRING (-74.0008126 40.7169298, -74.0009058 40.716976, -74.0014208 40.7172341, -74.0014696 40.7172591, -74.0015083 40.717279, -74.0015833 40.7173175)",545.677132767104,10.199852936626067,0.0001399955483176,,,,,,,C
42427311,42427316,0,1318001658,secondary,2,20 mph,Centre Street,True,False,51.391942735165486,"LINESTRING (-74.0002647 40.7176217, -74.0002255 40.7176716, -74.0000622 40.7178793, -74.0000272 40.7179239, -73.9999527 40.7180188)",209.67727124995545,5.359673319375429,0.0042257524188413,,,,,,,B
42427311,42447255,0,1372100664,tertiary,1,20 mph,Walker Street,True,False,76.15956289649196,"LINESTRING (-74.0002647 40.7176217, -74.0001886 40.7175904, -74.0001429 40.7175726, -73.9995817 40.7173728, -73.9995217 40.7173535, -73.9994477 40.7173295)",381.3808580413308,8.505697570236398,0.0001761537276734,,,,,,,B
42427316,42427319,0,68668539,secondary,1,25 mph,Centre Street,True,False,87.16439839917795,"LINESTRING (-73.9999527 40.7180188, -73.9998757 40.71811, -73.9996593 40.7183861, -73.9994874 40.7185953, -73.9994552 40.7186357, -73.9994121 40.718687)",265.5296874615431,6.896649742287117,0.0049169841073062,,,,,,,B
42427316,5706569898,0,591772210,trunk,4,20 mph,Canal Street,False,False,69.57744881107573,"LINESTRING (-73.9999527 40.7180188, -74.0000374 40.7180792, -74.0000967 40.7181214, -74.0004095 40.7183435, -74.0004538 40.7183761, -74.0005519 40.7184492)",69.57744881107574,1.8099315439803263,0.0056177249273549,,,,,,,A
42427316,42440810,0,591772210,trunk,4,20 mph,Canal Street,False,True,74.95621282877906,"LINESTRING (-73.9999527 40.7180188, -73.9998819 40.7179685, -73.9998298 40.7179313, -73.9993632 40.7175932, -73.9993088 40.7175538)",74.95621282877906,1.7657661764620107,0.0042379616742082,,,,,,,A
42427319,42427322,0,68668539,secondary,1,25 mph,Centre Street,True,False,30.486547837029885,"LINESTRING (-73.9994121 40.718687, -73.9993702 40.7187423, -73.999264 40.7188753, -73.9992256 40.7189219)",322.2075380236912,6.943087121051931,0.0061447186517976,,,,,,,B
42427322,42427324,0,"[68668539, 1317994764]",secondary,"['1', '2']",25 mph,Centre Street,True,False,115.03592680816335,"LINESTRING (-73.9992256 40.7189219, -73.9987423 40.7195174, -73.9986022 40.7196895, -73.9985719 40.7197243, -73.9985445 40.719756, -73.9985059 40.7198009)",275.16210128325696,6.867798960325652,0.0050893811410206,,,,,,,B
42427322,42439580,0,1034527688,residential,,25 mph,Howard Street,True,False,62.53302100335806,"LINESTRING (-73.9992256 40.7189219, -73.9992847 40.7189496, -73.9993187 40.7189655, -73.9996782 40.7191341, -73.9997388 40.7191602, -73.9998608 40.7192124)",290.16106485736304,6.9435851019766135,0.001055337510777,,,,,,,C
42427324,42439207,0,439842823,secondary,1,25 mph,Grand Street,True,False,41.91051185778727,"LINESTRING (-73.9985059 40.7198009, -73.9984267 40.719763, -73.9982186 40.7196641, -73.998154 40.7196333, -73.9980848 40.7196004)",348.2875162336331,6.681824947583573,0.0019462022641594,,,,,,,B
42427324,42427327,0,"[1147907300, 584850103]",secondary,"['3', '1']",25 mph,Centre Street,True,False,135.74038365484031,"LINESTRING (-73.9985059 40.7198009, -73.9984685 40.7198464, -73.998296 40.7200454, -73.9978879 40.7205076, -73.9977031 40.7207214, -73.9976869 40.7207445, -73.9976735 40.7207673, -73.9976577 40.720796, -73.9976413 40.7208288)",245.8683214010831,5.17457359457911,0.009169679065635,,,,,,,B
42427327,42430041,0,"[5672321, 1271581109]",secondary,2,25 mph,Cleveland Place,True,False,73.09995225763886,"LINESTRING (-73.9976413 40.7208288, -73.9976044 40.7209077, -73.9975963 40.7209287, -73.9974771 40.7212357, -73.9974367 40.7213375, -73.9974226 40.72138, -73.9973963 40.7214592)",389.1451455705518,8.261683943518282,0.0092322514993904,,,,,,,B
42427327,42432165,0,68668516,secondary,2,25 mph,Broome Street,True,False,56.61980608674209,"LINESTRING (-73.9976413 40.7208288, -73.9977041 40.7208606, -73.997732 40.7208748, -73.9977552 40.7208865, -73.998043 40.7210053, -73.9980978 40.7210286, -73.9981356 40.7210446, -73.9982238 40.7210819)",324.9888989691814,5.198277858324007,0.0019436195370626,,,,,13.5,,B
42427335,11038072465,0,1298186394,secondary,3,25 mph,Samuel Dickstein Plaza,False,True,7.222082450280969,"LINESTRING (-73.9842337 40.7152425, -73.9842712 40.7151841)",7.222082450280969,1.640374774031306,0.0014493207897322,,,,,,,B
42427335,42427337,0,5669639,residential,2,25 mph,Pitt Street,True,False,111.46433755092907,"LINESTRING (-73.9842337 40.7152425, -73.9841854 40.7153172, -73.9839124 40.7157268, -73.9836841 40.7160694, -73.9836386 40.7161377)",399.0242790800727,7.312369352298065,0.0045259944438496,,,,,,,C
42427335,42440408,0,"[281455419, 1188730085, 1188730086]",primary,"['1', '2']",25 mph,Grand Street,True,False,222.81419816329284,"LINESTRING (-73.9842337 40.7152425, -73.9843884 40.7152896, -73.9845146 40.715327, -73.9846007 40.7153482, -73.9847964 40.7153962, -73.9850309 40.7154669, -73.9851075 40.7154899, -73.9853831 40.7155743, -73.9856355 40.715651, -73.9858426 40.7157118, -73.9859641 40.7157444, -73.9866325 40.7159556, -73.9866936 40.7159749)",236.5164024264333,4.977153842216579,0.003470891726445,,,,,,,B
42427337,42427340,0,"[799403767, 1041016547, 5669639]",residential,2,25 mph,Pitt Street,True,False,66.8093073406169,"LINESTRING (-73.9836386 40.7161377, -73.9836184 40.7161723, -73.9835484 40.7162923, -73.9833897 40.716524, -73.9833646 40.71658, -73.9833893 40.71669)",339.56755501579346,7.455317593483896,0.0050113710430272,,,,,,,C
42427340,42427345,0,25198488,residential,,25 mph,Pitt Street,True,False,57.2350265405172,"LINESTRING (-73.9833893 40.71669, -73.9831778 40.717097, -73.9831695 40.7171256, -73.9831408 40.7171684)",212.8281188453581,5.374249645460544,0.0062566563921086,,,,,,,C
42427340,42435538,0,799407328,residential,,25 mph,Delancey Street,True,False,74.93993296985259,"LINESTRING (-73.9833893 40.71669, -73.98264 40.7164597, -73.9825651 40.7164371)",435.5486836611492,7.2144701869413375,0.0044209831080256,,,,,,,C
42427345,42429806,0,492148700,residential,1,25 mph,Delancey Street,True,False,77.90554920507121,"LINESTRING (-73.9831408 40.7171684, -73.9832179 40.7171864, -73.9839206 40.7174089, -73.9839974 40.717431)",192.1575961808041,5.379540883996233,0.0003862937960077,,,,,,,C
42427345,7500756892,0,1098734619,residential,1,25 mph,Pitt Street,True,False,31.857654500601868,"LINESTRING (-73.9831408 40.7171684, -73.9831028 40.7172193, -73.9829775 40.7174266)",514.5473009391127,10.419648474522443,0.0059058750936825,,,,,,,C
42427346,42437067,0,5670532,residential,,25 mph,Rivington Street,True,False,79.39150390828827,"LINESTRING (-73.9825206 40.7183141, -73.9826185 40.7183434, -73.9833325 40.7185573, -73.9833967 40.7185765)",467.0134515314263,10.224426752565952,0.0005251153774632,,,,,,,C
42427346,42427352,0,"[1098734621, 492148701]",residential,2,25 mph,Pitt Street,True,False,136.6346132682293,"LINESTRING (-73.9825206 40.7183141, -73.9824986 40.7183563, -73.9823343 40.7186761, -73.9820818 40.7191795, -73.9819642 40.7194141, -73.9819415 40.7194618)",991.4971026006268,14.711184162601494,0.0065924109146986,,,,,,,C
42427352,7552138519,0,46350695,residential,2,25 mph,Stanton Street,False,False,135.309956862353,"LINESTRING (-73.9819415 40.7194618, -73.981899 40.7194484, -73.9811043 40.719213, -73.9804466 40.7190179)",135.309956862353,1.5415838756081417,0.0002422480620155,,,,,,,C
42427352,42427358,0,1098734620,residential,1,25 mph,Pitt Street,True,False,141.33351940714658,"LINESTRING (-73.9819415 40.7194618, -73.9819182 40.7195107, -73.9816516 40.720051, -73.9813909 40.720574, -73.9813453 40.7206496)",323.6806934963615,8.532937774645593,0.0072275856854933,,,,,,,C
