osmid,y,x,highway,street_count,ref,junction,geometry
265977814,40.4173545,-3.7345753,,3,,,POINT (-3.7345753 40.4173545)
265977817,40.4177193,-3.7348422,crossing,3,,,POINT (-3.7348422 40.4177193)
265977861,40.4176199,-3.734681,,3,,,POINT (-3.734681 40.4176199)
265977863,40.4175856,-3.7349116,,3,,,POINT (-3.7349116 40.4175856)
265977865,40.4173076,-3.7348741,,3,,,POINT (-3.7348741 40.4173076)
265978738,40.4062149,-3.7301465,,4,,,POINT (-3.7301465 40.4062149)
265978740,40.4069335,-3.7302802,,4,,,POINT (-3.7302802 40.4069335)
265978743,40.4083463,-3.7295116,,4,,,POINT (-3.7295116 40.4083463)
265978744,40.4087706,-3.7291317,,3,,,POINT (-3.7291317 40.4087706)
265978747,40.4110672,-3.7267025,,3,,,POINT (-3.7267025 40.4110672)
265978749,40.4137882,-3.7272458,,3,,,POINT (-3.7272458 40.4137882)
265978759,40.4065771,-3.7298888,,3,,,POINT (-3.7298888 40.4065771)
265978768,40.4120199,-3.7245676,,3,,,POINT (-3.7245676 40.4120199)
265978769,40.4119312,-3.7244418,,3,,,POINT (-3.7244418 40.4119312)
265978771,40.4086769,-3.7252897,crossing,3,,,POINT (-3.7252897 40.4086769)
265978772,40.4094539,-3.7235747,,3,,,POINT (-3.7235747 40.4094539)
265979819,40.3971944,-3.7168845,,3,,,POINT (-3.7168845 40.3971944)
265979825,40.3978944,-3.7321145,,3,,,POINT (-3.7321145 40.3978944)
265980506,40.4020596,-3.7448075,,3,,,POINT (-3.7448075 40.4020596)
265981553,40.3957835,-3.7421781,,3,,,POINT (-3.7421781 40.3957835)
265981556,40.395604,-3.7433968,traffic_signals,3,,,POINT (-3.7433968 40.395604)
265981557,40.3956594,-3.7434945,,3,,,POINT (-3.7434945 40.3956594)
265981560,40.3955286,-3.7437841,,3,,,POINT (-3.7437841 40.3955286)
