osmid,y,x,street_count,highway,junction,railway,geometry
661225,48.8709454,2.2975047,5,traffic_signals,,,POINT (2.2975047 48.8709454)
661227,48.8651558,2.299843,4,,,,POINT (2.299843 48.8651558)
661233,48.8552714,2.289546,3,,,,POINT (2.289546 48.8552714)
661235,48.8544184,2.2886492,4,traffic_signals,,,POINT (2.2886492 48.8544184)
661237,48.851657,2.2913769,3,,,,POINT (2.2913769 48.851657)
661239,48.8506961,2.2923353,5,,yes,,POINT (2.2923353 48.8506961)
661244,48.8464821,2.301822,3,,,,POINT (2.301822 48.8464821)
704766,48.8652946,2.3744337,4,,,,POINT (2.3744337 48.8652946)
792952,48.8290921,2.3605632,3,,,,POINT (2.3605632 48.8290921)
792953,48.8292465,2.3606931,4,,,,POINT (2.3606931 48.8292465)
792954,48.830249,2.3621958,3,crossing,,,POINT (2.3621958 48.830249)
792958,48.8315837,2.3636711,4,,,,POINT (2.3636711 48.8315837)
792960,48.8320827,2.3652678,3,,,,POINT (2.3652678 48.8320827)
792961,48.8323844,2.364868,3,,,,POINT (2.364868 48.8323844)
792962,48.8333246,2.3636483,4,,,,POINT (2.3636483 48.8333246)
792964,48.8305397,2.3660044,3,,,,POINT (2.3660044 48.8305397)
792967,48.8294491,2.36541,3,,,,POINT (2.36541 48.8294491)
792970,48.8302063,2.3675311,4,,,,POINT (2.3675311 48.8302063)
792971,48.8303829,2.3678437,3,,,,POINT (2.3678437 48.8303829)
792972,48.8304324,2.3674946,3,,,,POINT (2.3674946 48.8304324)
792973,48.8305555,2.3673258,3,,,,POINT (2.3673258 48.8305555)
792980,48.8291866,2.3652664,3,,,,POINT (2.3652664 48.8291866)
792982,48.8290971,2.3650272,3,,,,POINT (2.3650272 48.8290971)
792983,48.8289449,2.3652885,3,,,,POINT (2.3652885 48.8289449)
792984,48.8289992,2.3653829,3,,,,POINT (2.3653829 48.8289992)
792985,48.8283186,2.3672561,3,,,,POINT (2.3672561 48.8283186)
792986,48.8279218,2.366652,3,,,,POINT (2.366652 48.8279218)
792987,48.8275863,2.3661349,3,,,,POINT (2.3661349 48.8275863)
792988,48.8281995,2.3657574,3,,,,POINT (2.3657574 48.8281995)
792989,48.8285922,2.3655156,3,,,,POINT (2.3655156 48.8285922)
792991,48.8277737,2.3645499,3,,,,POINT (2.3645499 48.8277737)
1688996,48.8279831,2.3693806,4,,,,POINT (2.3693806 48.8279831)
1689006,48.8281064,2.3707111,3,,,,POINT (2.3707111 48.8281064)
1689008,48.8286332,2.3699127,4,,,,POINT (2.3699127 48.8286332)
1689012,48.8295977,2.3715575,4,,,,POINT (2.3715575 48.8295977)
1689013,48.8297197,2.371798,3,,,,POINT (2.371798 48.8297197)
1689016,48.8310482,2.3743874,3,,,,POINT (2.3743874 48.8310482)
1689027,48.8289364,2.372509,3,,,,POINT (2.372509 48.8289364)
1689029,48.8272904,2.3685052,4,,,,POINT (2.3685052 48.8272904)
1689030,48.8271052,2.3671311,3,,,,POINT (2.3671311 48.8271052)
1689033,48.8276142,2.3708858,3,,,,POINT (2.3708858 48.8276142)
2035302,48.8505867,2.3600338,2,,,,POINT (2.3600338 48.8505867)
4616525,48.8628341,2.3134495,4,,,,POINT (2.3134495 48.8628341)
4616526,48.8628941,2.3179455,3,,,,POINT (2.3179455 48.8628941)
4616528,48.862616,2.3190488,4,,,,POINT (2.3190488 48.862616)
4616532,48.8625355,2.3092295,3,,,,POINT (2.3092295 48.8625355)
4616537,48.8641916,2.3001309,3,,,,POINT (2.3001309 48.8641916)
4616541,48.8639207,2.2989008,4,,,,POINT (2.2989008 48.8639207)
4616542,48.8629976,2.2951947,3,crossing,,,POINT (2.2951947 48.8629976)
4616543,48.8625473,2.2938625,3,,,,POINT (2.2938625 48.8625473)
4616563,48.85882,2.3129666,3,,,,POINT (2.3129666 48.85882)
4616565,48.8579445,2.3151472,4,traffic_signals,,,POINT (2.3151472 48.8579445)
4616566,48.8536931,2.314733,3,traffic_signals,,,POINT (2.314733 48.8536931)
4616567,48.8518154,2.3145185,4,traffic_signals,,,POINT (2.3145185 48.8518154)
4616570,48.8482836,2.3157894,3,traffic_signals,,,POINT (2.3157894 48.8482836)
7304705,48.8249543,2.3624501,4,traffic_signals,,,POINT (2.3624501 48.8249543)
7304709,48.827082,2.3742215,5,,,,POINT (2.3742215 48.827082)
7304712,48.8289396,2.3798391,3,,,,POINT (2.3798391 48.8289396)
7304714,48.8296024,2.3792112,4,traffic_signals,,,POINT (2.3792112 48.8296024)
7304715,48.8306496,2.381756,3,,,,POINT (2.381756 48.8306496)
7304716,48.8288915,2.3839625,3,traffic_signals,,,POINT (2.3839625 48.8288915)
8809436,48.8362374,2.3946479,4,,,,POINT (2.3946479 48.8362374)
8809437,48.8543372,2.3714397,4,,,,POINT (2.3714397 48.8543372)
8809438,48.8547839,2.3727458,3,,,,POINT (2.3727458 48.8547839)
8809439,48.8555166,2.3744228,3,,,,POINT (2.3744228 48.8555166)
8809440,48.8557643,2.3750856,3,,,,POINT (2.3750856 48.8557643)
8809441,48.8533019,2.3757374,3,,,,POINT (2.3757374 48.8533019)
8809442,48.8544152,2.3713714,3,,,,POINT (2.3713714 48.8544152)
8809445,48.8556896,2.3716475,4,,,,POINT (2.3716475 48.8556896)
8809447,48.855163,2.3703502,4,,,,POINT (2.3703502 48.855163)
8809449,48.8547347,2.3695371,3,,,,POINT (2.3695371 48.8547347)
8809450,48.8553837,2.3698326,3,,,,POINT (2.3698326 48.8553837)
8809451,48.8559257,2.3692026,4,,,,POINT (2.3692026 48.8559257)
14798302,48.8456473,2.2879873,4,traffic_signals,,,POINT (2.2879873 48.8456473)
14798303,48.8436769,2.293009,3,traffic_signals,,,POINT (2.293009 48.8436769)
14798304,48.8428777,2.2950424,4,traffic_signals,,,POINT (2.2950424 48.8428777)
14798305,48.8413442,2.2965977,3,,,,POINT (2.2965977 48.8413442)
14950166,48.8496144,2.3742867,4,traffic_signals,,,POINT (2.3742867 48.8496144)
14950168,48.84835,2.3760085,4,traffic_signals,,,POINT (2.3760085 48.84835)
14950169,48.8464578,2.3789541,4,traffic_signals,,,POINT (2.3789541 48.8464578)
14950171,48.8389984,2.3892503,4,,,,POINT (2.3892503 48.8389984)
14950172,48.8411563,2.3873751,3,,,,POINT (2.3873751 48.8411563)
14950176,48.8426521,2.3858998,3,,,,POINT (2.3858998 48.8426521)
14956508,48.8365342,2.3720722,4,,,,POINT (2.3720722 48.8365342)
14956512,48.8348853,2.3739199,3,,,,POINT (2.3739199 48.8348853)
14956513,48.8318033,2.3766261,3,,,,POINT (2.3766261 48.8318033)
14956514,48.8373693,2.3738651,4,traffic_signals,,,POINT (2.3738651 48.8373693)
14956515,48.8356849,2.3753842,3,traffic_signals,,,POINT (2.3753842 48.8356849)
14956516,48.8314663,2.3759836,4,traffic_signals,,,POINT (2.3759836 48.8314663)
14956517,48.8310588,2.3775467,4,,,,POINT (2.3775467 48.8310588)
14956518,48.8350144,2.3726215,3,,,,POINT (2.3726215 48.8350144)
14956519,48.830483,2.3765852,5,,,,POINT (2.3765852 48.830483)
14956521,48.8343479,2.3729368,1,,,,POINT (2.3729368 48.8343479)
14956522,48.8361121,2.3712952,3,,,,POINT (2.3712952 48.8361121)
14956524,48.8313818,2.3757348,2,,,,POINT (2.3757348 48.8313818)
14956525,48.8284062,2.3785722,3,,,,POINT (2.3785722 48.8284062)
14956526,48.8284983,2.3787908,4,,,,POINT (2.3787908 48.8284983)
14956527,48.8280745,2.3777887,4,,,,POINT (2.3777887 48.8280745)
14956529,48.8290881,2.3779328,4,,,,POINT (2.3779328 48.8290881)
14956530,48.829168,2.3781615,4,,,,POINT (2.3781615 48.829168)
14956531,48.8279787,2.3792864,3,traffic_signals,,,POINT (2.3792864 48.8279787)
14956532,48.8352923,2.38535,4,traffic_signals,,,POINT (2.38535 48.8352923)
14956533,48.8363194,2.3850482,3,,,,POINT (2.3850482 48.8363194)
14956534,48.837203,2.3835434,3,,,,POINT (2.3835434 48.837203)
14956535,48.838181,2.3817935,3,,,,POINT (2.3817935 48.838181)
14956536,48.8386003,2.3812085,3,,,,POINT (2.3812085 48.8386003)
14956537,48.8359053,2.3864726,3,,,,POINT (2.3864726 48.8359053)
14956538,48.8399472,2.3823697,3,traffic_signals,,,POINT (2.3823697 48.8399472)
14956542,48.8359959,2.3844704,3,,,,POINT (2.3844704 48.8359959)
14956543,48.8345784,2.3862117,3,,,,POINT (2.3862117 48.8345784)
14956545,48.8351891,2.3873395,4,,,,POINT (2.3873395 48.8351891)
14956546,48.8347399,2.3879034,3,,,,POINT (2.3879034 48.8347399)
14956547,48.8338856,2.3889828,3,traffic_signals,,,POINT (2.3889828 48.8338856)
14956548,48.8330601,2.3874465,3,,,,POINT (2.3874465 48.8330601)
14956550,48.8329668,2.3900854,3,,,,POINT (2.3900854 48.8329668)
14956551,48.8329753,2.3903301,3,,,,POINT (2.3903301 48.8329753)
14956555,48.832878,2.3902588,3,,,,POINT (2.3902588 48.832878)
14956567,48.8510452,2.37722,3,,,,POINT (2.37722 48.8510452)
14956569,48.8500612,2.3765303,3,,,,POINT (2.3765303 48.8500612)
14956570,48.8497732,2.3770095,3,,,,POINT (2.3770095 48.8497732)
15035530,48.8229654,2.377822,3,,,,POINT (2.377822 48.8229654)
15035533,48.825369,2.3749213,3,traffic_signals,,,POINT (2.3749213 48.825369)
15035534,48.8255713,2.374602,4,traffic_signals,,,POINT (2.374602 48.8255713)
15035535,48.8275435,2.3703669,3,,,,POINT (2.3703669 48.8275435)
15035539,48.8255162,2.372078,3,,,,POINT (2.372078 48.8255162)
15035540,48.8250401,2.3724818,3,,,,POINT (2.3724818 48.8250401)
15035541,48.825144,2.3719097,3,,,,POINT (2.3719097 48.825144)
15035546,48.8236371,2.3725429,3,,,,POINT (2.3725429 48.8236371)
15035547,48.82416,2.3755666,3,,,,POINT (2.3755666 48.82416)
15035553,48.8244059,2.376404,4,traffic_signals,,,POINT (2.376404 48.8244059)
15035555,48.8261533,2.36696,3,,,,POINT (2.36696 48.8261533)
15035558,48.8256709,2.3610141,3,,,,POINT (2.3610141 48.8256709)
15035561,48.8262497,2.3633599,3,,,,POINT (2.3633599 48.8262497)
15035563,48.8268211,2.3650356,3,,,,POINT (2.3650356 48.8268211)
15035571,48.8252916,2.3626607,3,,,,POINT (2.3626607 48.8252916)
15035572,48.8256122,2.3620083,1,,,,POINT (2.3620083 48.8256122)
15035573,48.8233653,2.3709062,4,,,,POINT (2.3709062 48.8233653)
15035574,48.8241527,2.3703813,3,,,,POINT (2.3703813 48.8241527)
15035575,48.8251513,2.3697652,3,,,,POINT (2.3697652 48.8251513)
15035576,48.8270589,2.3686792,3,,,,POINT (2.3686792 48.8270589)
15378799,48.8335261,2.3634004,4,,,,POINT (2.3634004 48.8335261)
15378800,48.8389187,2.3881454,4,,,,POINT (2.3881454 48.8389187)
15378802,48.8404351,2.3866216,3,,,,POINT (2.3866216 48.8404351)
15378803,48.8407552,2.3863058,3,,,,POINT (2.3863058 48.8407552)
15378804,48.841195,2.3858548,3,,,,POINT (2.3858548 48.841195)
15378805,48.8409492,2.3868148,3,,,,POINT (2.3868148 48.8409492)
15378807,48.8398105,2.3950336,3,,,,POINT (2.3950336 48.8398105)
15378809,48.8415944,2.3869318,3,,,,POINT (2.3869318 48.8415944)
15378811,48.8325455,2.3965729,3,,,,POINT (2.3965729 48.8325455)
15378813,48.8345886,2.3968912,3,,,,POINT (2.3968912 48.8345886)
15378814,48.8341736,2.3977284,3,,,,POINT (2.3977284 48.8341736)
15378815,48.8336326,2.3985157,3,,,,POINT (2.3985157 48.8336326)
15378820,48.8358926,2.394196,3,,,,POINT (2.394196 48.8358926)
15378821,48.8364456,2.3930409,3,,,,POINT (2.3930409 48.8364456)
15378823,48.8332681,2.3989427,3,traffic_signals,,,POINT (2.3989427 48.8332681)
15378826,48.8384332,2.3987163,3,,,,POINT (2.3987163 48.8384332)
15378834,48.8386478,2.3962977,3,,,,POINT (2.3962977 48.8386478)
15378840,48.8385607,2.3931833,3,traffic_signals,,,POINT (2.3931833 48.8385607)
15378841,48.8374899,2.3914856,3,,,,POINT (2.3914856 48.8374899)
15378843,48.8364941,2.3949803,3,,,,POINT (2.3949803 48.8364941)
15378844,48.8368064,2.3953874,1,,,,POINT (2.3953874 48.8368064)
15378847,48.8354342,2.3977785,3,,,,POINT (2.3977785 48.8354342)
15435230,48.8297754,2.3570818,3,,,,POINT (2.3570818 48.8297754)
15435231,48.8290196,2.3576716,3,,,,POINT (2.3576716 48.8290196)
15435232,48.8298839,2.3596045,3,,,,POINT (2.3596045 48.8298839)
15435233,48.8294625,2.3601118,5,,,,POINT (2.3601118 48.8294625)
15435234,48.829755,2.3592977,4,,,,POINT (2.3592977 48.829755)
15435240,48.8262685,2.3781354,4,,,,POINT (2.3781354 48.8262685)
15435241,48.8261173,2.3782306,3,,,,POINT (2.3782306 48.8261173)
15435242,48.8250346,2.3781399,3,,,,POINT (2.3781399 48.8250346)
15435243,48.8254395,2.3793755,3,,,,POINT (2.3793755 48.8254395)
15435244,48.8256106,2.3747639,3,,,,POINT (2.3747639 48.8256106)
15435249,48.8264982,2.3745369,3,,,,POINT (2.3745369 48.8264982)
15435250,48.8268201,2.3754622,3,,,,POINT (2.3754622 48.8268201)
15435252,48.8291873,2.3742163,3,,,,POINT (2.3742163 48.8291873)
15435254,48.828096,2.3732941,3,,,,POINT (2.3732941 48.828096)
15435259,48.8318615,2.3790924,3,,,,POINT (2.3790924 48.8318615)
15435260,48.8306875,2.3801205,4,,,,POINT (2.3801205 48.8306875)
15435261,48.8310625,2.3798378,3,,,,POINT (2.3798378 48.8310625)
15435263,48.8314396,2.380761,3,,,,POINT (2.380761 48.8314396)
15435269,48.8286888,2.3810109,3,,,,POINT (2.3810109 48.8286888)
15435271,48.8295644,2.3831228,3,traffic_signals,,,POINT (2.3831228 48.8295644)
15435272,48.8286285,2.3821095,4,,,,POINT (2.3821095 48.8286285)
15435273,48.8282295,2.3824481,4,,,,POINT (2.3824481 48.8282295)
15435274,48.8271834,2.3800395,4,traffic_signals,,,POINT (2.3800395 48.8271834)
15435277,48.8276225,2.3813522,3,,,,POINT (2.3813522 48.8276225)
15435280,48.8292294,2.3835455,3,,,,POINT (2.3835455 48.8292294)
15435281,48.8281057,2.3848743,3,,,,POINT (2.3848743 48.8281057)
15435310,48.8301386,2.3805153,4,traffic_signals,,,POINT (2.3805153 48.8301386)
15435311,48.8317197,2.3729131,4,,,,POINT (2.3729131 48.8317197)
15641131,48.8412715,2.3435923,4,traffic_signals,,,POINT (2.3435923 48.8412715)
15643097,48.8796813,2.3459903,4,,,,POINT (2.3459903 48.8796813)
15643098,48.8666409,2.3373626,3,traffic_signals,,,POINT (2.3373626 48.8666409)
15643099,48.8632226,2.3355182,4,,,,POINT (2.3355182 48.8632226)
15643100,48.8621235,2.3394581,3,,,,POINT (2.3394581 48.8621235)
15644058,48.8761497,2.3582651,4,,,,POINT (2.3582651 48.8761497)
15644294,48.873679,2.314453,4,traffic_signals,,,POINT (2.314453 48.873679)
15644295,48.8730772,2.3115136,3,,,,POINT (2.3115136 48.8730772)
15859474,48.8310663,2.3681904,1,,,,POINT (2.3681904 48.8310663)
15859479,48.8345805,2.3673636,3,,,,POINT (2.3673636 48.8345805)
15859481,48.8347418,2.3670719,3,traffic_signals,,,POINT (2.3670719 48.8347418)
15859483,48.8347142,2.3669872,3,,,,POINT (2.3669872 48.8347142)
15859484,48.8358472,2.3598406,3,,,,POINT (2.3598406 48.8358472)
15859494,48.8389234,2.3700273,4,,,,POINT (2.3700273 48.8389234)
15859496,48.8386611,2.3723708,3,,,,POINT (2.3723708 48.8386611)
15859497,48.8383393,2.3728047,3,,,,POINT (2.3728047 48.8383393)
15859498,48.8379275,2.3732807,3,,,,POINT (2.3732807 48.8379275)
15859500,48.8372024,2.3729059,3,traffic_signals,,,POINT (2.3729059 48.8372024)
15859501,48.8366689,2.3719032,4,,,,POINT (2.3719032 48.8366689)
15859502,48.8352731,2.3694423,3,traffic_signals,,,POINT (2.3694423 48.8352731)
15859504,48.8351326,2.3690067,4,traffic_signals,,,POINT (2.3690067 48.8351326)
15859505,48.8354776,2.3692631,3,,,,POINT (2.3692631 48.8354776)
15859511,48.8359729,2.3601021,3,,,,POINT (2.3601021 48.8359729)
15859512,48.8361623,2.3603543,3,,,,POINT (2.3603543 48.8361623)
15859515,48.8344802,2.3637848,3,,,,POINT (2.3637848 48.8344802)
15859522,48.8320953,2.3583162,3,,,,POINT (2.3583162 48.8320953)
15859525,48.8297466,2.369382,3,,,,POINT (2.369382 48.8297466)
15860538,48.8372975,2.3714536,3,,,,POINT (2.3714536 48.8372975)
15860541,48.8383778,2.3716924,3,,,,POINT (2.3716924 48.8383778)
15864046,48.8326354,2.3709935,4,,,,POINT (2.3709935 48.8326354)
15864047,48.8330546,2.3701265,3,,,,POINT (2.3701265 48.8330546)
15864049,48.8332783,2.369658,4,traffic_signals,,,POINT (2.369658 48.8332783)
15864050,48.8326046,2.3684351,3,,,,POINT (2.3684351 48.8326046)
15864051,48.8321959,2.3689497,3,,,,POINT (2.3689497 48.8321959)
15864053,48.8315726,2.3697528,3,,,,POINT (2.3697528 48.8315726)
15864054,48.8335606,2.3703526,3,,,,POINT (2.3703526 48.8335606)
15864063,48.8327487,2.3697869,1,,,,POINT (2.3697869 48.8327487)
16820915,48.8656031,2.3205259,4,,,,POINT (2.3205259 48.8656031)
16820916,48.8663134,2.3214234,3,,,,POINT (2.3214234 48.8663134)
16820918,48.8717654,2.3141902,4,traffic_signals,,,POINT (2.3141902 48.8717654)
16820924,48.8478991,2.3277692,4,,,,POINT (2.3277692 48.8478991)
16820925,48.8450851,2.320183,4,traffic_signals,,,POINT (2.320183 48.8450851)
16820927,48.8432426,2.320503,3,,,,POINT (2.320503 48.8432426)
16820933,48.8440272,2.3233822,5,traffic_signals,,,POINT (2.3233822 48.8440272)
16820936,48.8411127,2.3247417,3,,,,POINT (2.3247417 48.8411127)
16820937,48.8433561,2.3242612,3,traffic_signals,,,POINT (2.3242612 48.8433561)
16820938,48.8418723,2.3226204,4,,,,POINT (2.3226204 48.8418723)
17543068,48.8321268,2.3029798,4,traffic_signals,,,POINT (2.3029798 48.8321268)
17809150,48.8686651,2.3670429,3,,,,POINT (2.3670429 48.8686651)
17809151,48.8707718,2.3654048,3,,,,POINT (2.3654048 48.8707718)
17809152,48.871015,2.3659208,3,traffic_signals,,,POINT (2.3659208 48.871015)
17809161,48.8639984,2.3706775,4,,,,POINT (2.3706775 48.8639984)
17809162,48.8656157,2.3694243,4,,,,POINT (2.3694243 48.8656157)
17809163,48.866331,2.3688858,4,,,,POINT (2.3688858 48.866331)
17809166,48.8637626,2.3701149,4,,,,POINT (2.3701149 48.8637626)
17809169,48.857779,2.3709068,4,,,,POINT (2.3709068 48.857779)
17809170,48.8654459,2.3687837,4,,,,POINT (2.3687837 48.8654459)
17809184,48.8780281,2.3706681,3,traffic_signals,,,POINT (2.3706681 48.8780281)
17809191,48.8753219,2.3691546,3,,,,POINT (2.3691546 48.8753219)
17809198,48.8740377,2.3703376,3,,,,POINT (2.3703376 48.8740377)
17809567,48.8396207,2.3562982,4,traffic_signals,,,POINT (2.3562982 48.8396207)
17809569,48.8411769,2.3559637,4,traffic_signals,,,POINT (2.3559637 48.8411769)
17809572,48.8406169,2.3528854,3,,,,POINT (2.3528854 48.8406169)
17809575,48.8411208,2.3526201,4,,,,POINT (2.3526201 48.8411208)
17809576,48.8432528,2.3527115,3,,,,POINT (2.3527115 48.8432528)
17809588,48.8408346,2.3518601,4,traffic_signals,,,POINT (2.3518601 48.8408346)
17809589,48.8432399,2.3522268,4,,,,POINT (2.3522268 48.8432399)
17975522,48.8389144,2.3532045,3,,,,POINT (2.3532045 48.8389144)
17975523,48.839022,2.3539596,3,,,,POINT (2.3539596 48.839022)
17975524,48.8392587,2.3548609,3,,,,POINT (2.3548609 48.8392587)
17975526,48.8311073,2.3442505,4,traffic_signals,,,POINT (2.3442505 48.8311073)
19405749,48.883327,2.3470973,4,traffic_signals,,,POINT (2.3470973 48.883327)
19405763,48.8838514,2.3685981,4,,,,POINT (2.3685981 48.8838514)
19715146,48.8819948,2.3466024,5,traffic_signals,,,POINT (2.3466024 48.8819948)
19715155,48.8810938,2.3498299,4,,,,POINT (2.3498299 48.8810938)
19715160,48.8821995,2.3376795,4,traffic_signals,,,POINT (2.3376795 48.8821995)
19722931,48.884409,2.3294502,4,traffic_signals,,,POINT (2.3294502 48.884409)
19722936,48.8833895,2.3275085,3,traffic_signals,,,POINT (2.3275085 48.8833895)
19723384,48.8835003,2.3466423,3,,,,POINT (2.3466423 48.8835003)
19723387,48.8832386,2.3467659,4,traffic_signals,,,POINT (2.3467659 48.8832386)
21292407,48.8349574,2.3449903,4,traffic_signals,,,POINT (2.3449903 48.8349574)
21292409,48.8348127,2.3415865,4,traffic_signals,,,POINT (2.3415865 48.8348127)
21292410,48.8346065,2.336966,4,traffic_signals,,,POINT (2.336966 48.8346065)
21292411,48.8350197,2.3321859,3,traffic_signals,,,POINT (2.3321859 48.8350197)
21292412,48.8365716,2.3511666,3,traffic_signals,,,POINT (2.3511666 48.8365716)
21292418,48.8491789,2.338428,4,traffic_signals,,,POINT (2.338428 48.8491789)
21292419,48.8493119,2.3373309,3,,,,POINT (2.3373309 48.8493119)
21292422,48.8487084,2.3327614,3,traffic_signals,,,POINT (2.3327614 48.8487084)
21292423,48.8478164,2.3295628,4,traffic_signals,,,POINT (2.3295628 48.8478164)
21292424,48.8500298,2.327171,4,traffic_signals,,,POINT (2.327171 48.8500298)
21292425,48.8489858,2.3254183,4,traffic_signals,,,POINT (2.3254183 48.8489858)
21292426,48.846493,2.3207293,3,,,,POINT (2.3207293 48.846493)
21292427,48.8455173,2.3191514,4,traffic_signals,,,POINT (2.3191514 48.8455173)
21292430,48.8625251,2.3189848,3,,,,POINT (2.3189848 48.8625251)
21292433,48.8706339,2.3255925,3,traffic_signals,,,POINT (2.3255925 48.8706339)
21292434,48.8709441,2.3246463,3,,,,POINT (2.3246463 48.8709441)
21292440,48.8790076,2.3148101,3,,,,POINT (2.3148101 48.8790076)
21292444,48.8875609,2.3048345,3,,,,POINT (2.3048345 48.8875609)
21292448,48.8858694,2.3064298,3,,,,POINT (2.3064298 48.8858694)
21292449,48.8852235,2.3072141,5,traffic_signals,yes,,POINT (2.3072141 48.8852235)
21292453,48.8883386,2.2939521,3,,,,POINT (2.2939521 48.8883386)
21292454,48.8870919,2.2895689,4,,,,POINT (2.2895689 48.8870919)
21292467,48.89056,2.2917325,4,,,,POINT (2.2917325 48.89056)
21292468,48.8921412,2.2902947,4,,,,POINT (2.2902947 48.8921412)
21292968,48.8539546,2.309542,4,traffic_signals,,,POINT (2.309542 48.8539546)
21292970,48.8742957,2.2945107,3,,,,POINT (2.2945107 48.8742957)
21292972,48.8771016,2.2921862,4,,,,POINT (2.2921862 48.8771016)
21292973,48.8790585,2.2909593,4,,,,POINT (2.2909593 48.8790585)
21292974,48.879266,2.2915456,3,,,,POINT (2.2915456 48.879266)
21305936,48.8546205,2.3425388,3,,,,POINT (2.3425388 48.8546205)
21305938,48.8611149,2.3241928,3,traffic_signals,,,POINT (2.3241928 48.8611149)
21305939,48.8633387,2.2963259,3,,,,POINT (2.2963259 48.8633387)
21346780,48.848978,2.2977937,5,,,,POINT (2.2977937 48.848978)
21346783,48.8546229,2.295505,3,,,,POINT (2.295505 48.8546229)
21346784,48.8544552,2.2957652,3,,,,POINT (2.2957652 48.8544552)
21346786,48.8449989,2.3106883,5,,,,POINT (2.3106883 48.8449989)
21346787,48.8451785,2.3110617,4,,,,POINT (2.3110617 48.8451785)
21346788,48.8491834,2.297972,4,traffic_signals,,,POINT (2.297972 48.8491834)
21346796,48.854607,2.2888812,4,traffic_signals,,,POINT (2.2888812 48.854607)
21346799,48.8537908,2.2942133,4,traffic_signals,,,POINT (2.2942133 48.8537908)
21346801,48.85431,2.2923073,3,,,,POINT (2.2923073 48.85431)
